2024-04-04 23:57:36,599 - INFO - > Mode - train
2024-04-04 23:57:36,599 - INFO - > Config: model-vgg19, ckpt_use-False, ckpt_path-./checkpoint/resnet50_epoch100.ckpt, lr-0.001, batch_size-64, num_workers-8
2024-04-04 23:57:37,650 - INFO - > Found 12594 images (train)...
2024-04-04 23:57:37,652 - INFO - > Found 500 images (valid)...
2024-04-04 23:57:37,653 - INFO - > No using checkpoint
2024-04-04 23:59:57,438 - INFO - Epoch 1 > training loss: 0.0781, training acc: 0.0167, val loss: 0.0720, val acc: 0.0160, duration: 139.7848
2024-04-05 00:02:17,476 - INFO - Epoch 2 > training loss: 0.0677, training acc: 0.0284, val loss: 0.0713, val acc: 0.0180, duration: 140.0379
2024-04-05 00:04:37,468 - INFO - Epoch 3 > training loss: 0.0649, training acc: 0.0441, val loss: 0.0664, val acc: 0.0520, duration: 139.9921
2024-04-05 00:06:57,427 - INFO - Epoch 4 > training loss: 0.0614, training acc: 0.0609, val loss: 0.0595, val acc: 0.0880, duration: 139.9579
2024-04-05 00:09:17,540 - INFO - Epoch 5 > training loss: 0.0581, training acc: 0.0880, val loss: 0.0584, val acc: 0.0860, duration: 140.1132
2024-04-05 00:11:37,547 - INFO - Epoch 6 > training loss: 0.0551, training acc: 0.1209, val loss: 0.0571, val acc: 0.0960, duration: 140.0066
2024-04-05 00:13:57,630 - INFO - Epoch 7 > training loss: 0.0528, training acc: 0.1473, val loss: 0.0522, val acc: 0.1680, duration: 140.0823
2024-04-05 00:16:17,623 - INFO - Epoch 8 > training loss: 0.0502, training acc: 0.1729, val loss: 0.0535, val acc: 0.1360, duration: 139.9929
2024-04-05 00:18:37,602 - INFO - Epoch 9 > training loss: 0.0466, training acc: 0.2191, val loss: 0.0623, val acc: 0.1320, duration: 139.9785
2024-04-05 00:20:57,645 - INFO - Epoch 10 > training loss: 0.0446, training acc: 0.2424, val loss: 0.0536, val acc: 0.1740, duration: 140.0437
2024-04-05 00:23:17,686 - INFO - Epoch 11 > training loss: 0.0423, training acc: 0.2731, val loss: 0.0473, val acc: 0.2280, duration: 140.0407
2024-04-05 00:25:37,848 - INFO - Epoch 12 > training loss: 0.0406, training acc: 0.2988, val loss: 0.0391, val acc: 0.3300, duration: 140.1609
2024-04-05 00:27:58,039 - INFO - Epoch 13 > training loss: 0.0387, training acc: 0.3352, val loss: 0.0369, val acc: 0.3840, duration: 140.1914
2024-04-05 00:30:18,254 - INFO - Epoch 14 > training loss: 0.0372, training acc: 0.3476, val loss: 0.0408, val acc: 0.3260, duration: 140.2140
2024-04-05 00:32:38,757 - INFO - Epoch 15 > training loss: 0.0361, training acc: 0.3703, val loss: 0.0353, val acc: 0.3700, duration: 140.5027
2024-04-05 00:34:59,113 - INFO - Epoch 16 > training loss: 0.0347, training acc: 0.3899, val loss: 0.0332, val acc: 0.4040, duration: 140.3565
2024-04-05 00:37:19,417 - INFO - Epoch 17 > training loss: 0.0329, training acc: 0.4146, val loss: 0.0315, val acc: 0.4740, duration: 140.3035
2024-04-05 00:39:39,569 - INFO - Epoch 18 > training loss: 0.0319, training acc: 0.4338, val loss: 0.0463, val acc: 0.3160, duration: 140.1512
2024-04-05 00:41:59,625 - INFO - Epoch 19 > training loss: 0.0307, training acc: 0.4508, val loss: 0.0284, val acc: 0.4840, duration: 140.0565
2024-04-05 00:44:19,774 - INFO - Epoch 20 > training loss: 0.0297, training acc: 0.4624, val loss: 0.0268, val acc: 0.5080, duration: 140.1488
2024-04-05 00:44:21,864 - INFO - > Save the checkpoint in ./checkpoint/vgg19_epoch20.ckpt
2024-04-05 00:46:41,938 - INFO - Epoch 21 > training loss: 0.0288, training acc: 0.4763, val loss: 0.0290, val acc: 0.4820, duration: 140.0738
2024-04-05 00:49:02,096 - INFO - Epoch 22 > training loss: 0.0283, training acc: 0.4882, val loss: 0.0339, val acc: 0.4460, duration: 140.1580
2024-04-05 00:51:22,017 - INFO - Epoch 23 > training loss: 0.0276, training acc: 0.4981, val loss: 0.0249, val acc: 0.5720, duration: 139.9207
2024-04-05 00:53:42,329 - INFO - Epoch 24 > training loss: 0.0266, training acc: 0.5145, val loss: 0.0229, val acc: 0.5680, duration: 140.3119
2024-04-05 00:56:02,556 - INFO - Epoch 25 > training loss: 0.0263, training acc: 0.5168, val loss: 0.0306, val acc: 0.4780, duration: 140.2265
2024-04-05 00:58:22,809 - INFO - Epoch 26 > training loss: 0.0254, training acc: 0.5310, val loss: 0.0267, val acc: 0.5200, duration: 140.2534
2024-04-05 01:00:42,878 - INFO - Epoch 27 > training loss: 0.0247, training acc: 0.5495, val loss: 0.0293, val acc: 0.5000, duration: 140.0689
2024-04-05 01:03:02,905 - INFO - Epoch 28 > training loss: 0.0243, training acc: 0.5552, val loss: 0.0228, val acc: 0.6040, duration: 140.0266
2024-04-05 01:05:23,097 - INFO - Epoch 29 > training loss: 0.0235, training acc: 0.5653, val loss: 0.0247, val acc: 0.5680, duration: 140.1911
2024-04-05 01:07:43,163 - INFO - Epoch 30 > training loss: 0.0229, training acc: 0.5769, val loss: 0.0242, val acc: 0.5640, duration: 140.0661
2024-04-05 01:10:03,336 - INFO - Epoch 31 > training loss: 0.0226, training acc: 0.5768, val loss: 0.0213, val acc: 0.6240, duration: 140.1722
2024-04-05 01:12:23,487 - INFO - Epoch 32 > training loss: 0.0219, training acc: 0.5901, val loss: 0.0187, val acc: 0.6600, duration: 140.1515
2024-04-05 01:14:43,724 - INFO - Epoch 33 > training loss: 0.0215, training acc: 0.5974, val loss: 0.0205, val acc: 0.6260, duration: 140.2362
2024-04-05 01:17:03,878 - INFO - Epoch 34 > training loss: 0.0209, training acc: 0.6071, val loss: 0.0210, val acc: 0.6240, duration: 140.1544
2024-04-05 01:19:24,026 - INFO - Epoch 35 > training loss: 0.0204, training acc: 0.6165, val loss: 0.0182, val acc: 0.6820, duration: 140.1475
2024-04-05 01:21:44,065 - INFO - Epoch 36 > training loss: 0.0201, training acc: 0.6239, val loss: 0.0185, val acc: 0.6700, duration: 140.0387
2024-04-05 01:24:04,031 - INFO - Epoch 37 > training loss: 0.0194, training acc: 0.6320, val loss: 0.0176, val acc: 0.6840, duration: 139.9656
2024-04-05 01:26:24,199 - INFO - Epoch 38 > training loss: 0.0192, training acc: 0.6401, val loss: 0.0168, val acc: 0.6840, duration: 140.1673
2024-04-05 01:28:44,438 - INFO - Epoch 39 > training loss: 0.0189, training acc: 0.6454, val loss: 0.0186, val acc: 0.6880, duration: 140.2392
2024-04-05 01:31:04,708 - INFO - Epoch 40 > training loss: 0.0183, training acc: 0.6532, val loss: 0.0172, val acc: 0.7020, duration: 140.2699
2024-04-05 01:31:06,713 - INFO - > Save the checkpoint in ./checkpoint/vgg19_epoch40.ckpt
2024-04-05 01:33:26,789 - INFO - Epoch 41 > training loss: 0.0180, training acc: 0.6548, val loss: 0.0161, val acc: 0.7340, duration: 140.0759
2024-04-05 01:35:46,966 - INFO - Epoch 42 > training loss: 0.0175, training acc: 0.6648, val loss: 0.0153, val acc: 0.7200, duration: 140.1763
2024-04-05 01:38:07,012 - INFO - Epoch 43 > training loss: 0.0168, training acc: 0.6799, val loss: 0.0185, val acc: 0.7020, duration: 140.0459
2024-04-05 01:40:27,191 - INFO - Epoch 44 > training loss: 0.0168, training acc: 0.6879, val loss: 0.0149, val acc: 0.7320, duration: 140.1786
2024-04-05 01:42:47,170 - INFO - Epoch 45 > training loss: 0.0163, training acc: 0.6850, val loss: 0.0170, val acc: 0.7180, duration: 139.9788
2024-04-05 01:45:07,310 - INFO - Epoch 46 > training loss: 0.0162, training acc: 0.6911, val loss: 0.0144, val acc: 0.7440, duration: 140.1405
2024-04-05 01:47:27,467 - INFO - Epoch 47 > training loss: 0.0155, training acc: 0.7018, val loss: 0.0175, val acc: 0.7080, duration: 140.1559
2024-04-05 01:49:47,673 - INFO - Epoch 48 > training loss: 0.0156, training acc: 0.7093, val loss: 0.0156, val acc: 0.7200, duration: 140.2060
2024-04-05 01:52:07,649 - INFO - Epoch 49 > training loss: 0.0150, training acc: 0.7108, val loss: 0.0160, val acc: 0.7200, duration: 139.9760
2024-04-05 01:54:27,770 - INFO - Epoch 50 > training loss: 0.0149, training acc: 0.7130, val loss: 0.0147, val acc: 0.7620, duration: 140.1206
2024-04-05 01:54:28,450 - INFO - > Save the model weight at ./weight/vgg19_50.pt
2024-04-05 01:54:29,104 - INFO - > Save the best model weight in epoch 50 - val_acc: 0.7620
2024-04-05 01:54:29,189 - INFO - > Save the plot of the accuracy in ./log/vgg19_epoch50_acc.png
