2024-04-04 23:44:13,676 - INFO - > Mode - train
2024-04-04 23:44:13,677 - INFO - > Config: model-resnet50, ckpt_use-False, ckpt_path-./checkpoint/resnet50_epoch100.ckpt, lr-0.001, batch_size-64, num_workers-8
2024-04-04 23:44:13,976 - INFO - > Found 12594 images (train)...
2024-04-04 23:44:13,977 - INFO - > Found 500 images (valid)...
2024-04-04 23:44:13,977 - INFO - > No using checkpoint
2024-04-04 23:45:26,978 - INFO - Epoch 1 > training loss: 0.0723, training acc: 0.0272, val loss: 0.1438, val acc: 0.0340, duration: 73.0000
2024-04-04 23:46:39,852 - INFO - Epoch 2 > training loss: 0.0629, training acc: 0.0644, val loss: 0.0574, val acc: 0.1180, duration: 72.8746
2024-04-04 23:47:52,956 - INFO - Epoch 3 > training loss: 0.0563, training acc: 0.1194, val loss: 0.0567, val acc: 0.1200, duration: 73.1033
2024-04-04 23:49:06,205 - INFO - Epoch 4 > training loss: 0.0487, training acc: 0.2062, val loss: 0.0426, val acc: 0.2660, duration: 73.2491
2024-04-04 23:50:19,468 - INFO - Epoch 5 > training loss: 0.0412, training acc: 0.2997, val loss: 0.0327, val acc: 0.4420, duration: 73.2622
2024-04-04 23:51:32,598 - INFO - Epoch 6 > training loss: 0.0364, training acc: 0.3718, val loss: 0.0413, val acc: 0.4540, duration: 73.1300
2024-04-04 23:52:45,847 - INFO - Epoch 7 > training loss: 0.0321, training acc: 0.4461, val loss: 0.0243, val acc: 0.5900, duration: 73.2488
2024-04-04 23:53:59,131 - INFO - Epoch 8 > training loss: 0.0284, training acc: 0.5019, val loss: 0.0290, val acc: 0.5940, duration: 73.2836
2024-04-04 23:55:12,327 - INFO - Epoch 9 > training loss: 0.0255, training acc: 0.5530, val loss: 0.0194, val acc: 0.6680, duration: 73.1952
2024-04-04 23:56:25,546 - INFO - Epoch 10 > training loss: 0.0242, training acc: 0.5758, val loss: 0.0181, val acc: 0.6720, duration: 73.2196
2024-04-04 23:57:38,947 - INFO - Epoch 11 > training loss: 0.0203, training acc: 0.6482, val loss: 0.0152, val acc: 0.7480, duration: 73.4004
2024-04-04 23:58:52,183 - INFO - Epoch 12 > training loss: 0.0182, training acc: 0.6831, val loss: 0.0161, val acc: 0.7360, duration: 73.2355
2024-04-05 00:00:05,655 - INFO - Epoch 13 > training loss: 0.0169, training acc: 0.7017, val loss: 0.0153, val acc: 0.7500, duration: 73.4719
2024-04-05 00:01:19,039 - INFO - Epoch 14 > training loss: 0.0155, training acc: 0.7195, val loss: 0.0117, val acc: 0.8000, duration: 73.3837
2024-04-05 00:02:32,294 - INFO - Epoch 15 > training loss: 0.0143, training acc: 0.7418, val loss: 0.0119, val acc: 0.7980, duration: 73.2543
2024-04-05 00:03:45,485 - INFO - Epoch 16 > training loss: 0.0130, training acc: 0.7661, val loss: 0.0102, val acc: 0.8320, duration: 73.1907
2024-04-05 00:04:58,883 - INFO - Epoch 17 > training loss: 0.0124, training acc: 0.7757, val loss: 0.0093, val acc: 0.8440, duration: 73.3984
2024-04-05 00:06:12,166 - INFO - Epoch 18 > training loss: 0.0113, training acc: 0.7944, val loss: 0.0160, val acc: 0.7320, duration: 73.2824
2024-04-05 00:07:25,554 - INFO - Epoch 19 > training loss: 0.0108, training acc: 0.8009, val loss: 0.0092, val acc: 0.8500, duration: 73.3874
2024-04-05 00:08:38,823 - INFO - Epoch 20 > training loss: 0.0102, training acc: 0.8107, val loss: 0.0092, val acc: 0.8460, duration: 73.2690
2024-04-05 00:08:39,212 - INFO - > Save the checkpoint in ./checkpoint/resnet50_epoch20.ckpt
2024-04-05 00:09:52,627 - INFO - Epoch 21 > training loss: 0.0093, training acc: 0.8248, val loss: 0.0091, val acc: 0.8560, duration: 73.4149
2024-04-05 00:11:05,900 - INFO - Epoch 22 > training loss: 0.0091, training acc: 0.8302, val loss: 0.0085, val acc: 0.8580, duration: 73.2726
2024-04-05 00:12:19,313 - INFO - Epoch 23 > training loss: 0.0084, training acc: 0.8460, val loss: 0.0082, val acc: 0.8780, duration: 73.4130
2024-04-05 00:13:32,578 - INFO - Epoch 24 > training loss: 0.0079, training acc: 0.8527, val loss: 0.0078, val acc: 0.8720, duration: 73.2650
2024-04-05 00:14:45,912 - INFO - Epoch 25 > training loss: 0.0076, training acc: 0.8504, val loss: 0.0075, val acc: 0.8700, duration: 73.3331
2024-04-05 00:15:59,350 - INFO - Epoch 26 > training loss: 0.0071, training acc: 0.8687, val loss: 0.0080, val acc: 0.8780, duration: 73.4382
